,Company,TypeName,Ram,OpSys,Weight,Price,Touchscreen,Ips,Cpu_brand,HDD,SSD
438,6,1,24,3,1.32,126912.96,0,0,2,0,512
439,4,2,4,5,2.0,29783.52,0,0,1,0,256
440,6,2,8,3,2.8,27652.32,0,0,3,1000,0
441,5,2,4,3,2.2,39906.72,0,0,1,0,256
442,6,1,8,3,1.36,76137.12,0,1,1,0,256
443,6,2,4,3,2.2,18594.72,0,0,5,0,128
444,2,4,8,3,2.2,58554.72,0,1,2,1000,128
445,5,2,8,3,1.64,62817.12,0,0,1,0,256
446,3,2,4,5,2.4,23539.104,0,0,1,500,0
447,5,6,8,3,2.23,106187.04,0,0,5,1000,0
448,8,4,8,3,2.2,54757.9872,0,0,1,0,256
449,9,1,16,7,1.25,137941.91999999998,1,0,2,0,512
450,2,2,8,3,1.91,31381.92,0,0,1,0,128
451,5,6,16,3,2.17,105228.0,0,1,2,0,256
452,2,6,8,3,2.31,81731.52,0,1,2,0,512
453,6,2,8,3,1.65,71661.59999999999,0,0,1,0,256
454,5,2,8,3,2.36,52161.12,0,0,2,1000,128
455,5,5,4,3,1.47,25521.12,1,0,5,500,0
456,5,2,8,3,4.42,109010.88,0,1,2,1000,0
457,9,1,4,7,1.252,52693.92,1,0,5,0,128
458,9,1,8,7,1.25,95850.72,1,0,2,0,256
459,2,2,8,3,2.5,34093.872,0,0,4,0,256
460,3,2,4,3,2.23,28984.32,0,0,4,1000,0
461,3,3,4,3,1.4,23176.8,0,0,5,0,128
462,4,2,8,3,2.37,39906.72,0,0,1,1000,0
463,6,2,8,2,1.5,42570.72,0,1,2,0,512
464,6,2,8,3,2.67,111355.2,0,0,2,0,256
465,4,2,4,3,2.0,16197.12,0,0,5,500,0
466,3,2,4,3,2.2,24988.32,0,0,4,500,0
467,5,2,8,3,2.02,40439.52,0,0,1,2000,0
468,2,4,12,3,3.78,90522.72,0,1,2,1000,0
469,6,1,12,3,1.4,98994.24,0,1,2,0,256
470,2,5,8,3,1.29,106506.72,1,1,2,0,512
471,2,2,8,3,1.9,61485.12,0,0,1,500,0
472,17,1,8,8,1.1,67932.0,1,0,1,0,128
473,5,1,8,3,1.42,98133.768,1,0,1,0,256
474,4,2,12,3,2.06,69210.72,0,1,2,1000,128
475,5,2,8,3,1.79,39427.2,0,0,4,0,128
476,5,6,8,3,1.78,128298.24,0,0,2,0,256
477,6,2,8,3,1.7,72673.92,0,0,1,0,180
478,5,2,8,3,2.2,35964.0,0,0,1,1000,0
479,10,2,8,3,1.05,89084.16,0,1,1,0,256
480,5,2,8,3,2.16,67239.36,0,1,2,0,512
481,5,2,4,3,2.18,31254.048,0,0,4,1000,0
482,2,2,4,3,1.49,38681.28,0,1,1,0,128
483,7,2,4,3,1.89,13261.392000000002,0,0,5,0,0
484,6,2,4,3,2.3,30103.2,0,0,4,0,128
485,6,2,8,3,1.75,55890.72,0,1,1,0,256
486,5,6,16,3,2.17,124568.64,0,1,2,0,512
487,5,2,16,3,2.06,101178.72,0,0,2,0,512
488,6,1,16,3,1.36,95797.44,0,1,2,0,512
489,4,1,16,3,0.91,103896.0,0,0,2,0,512
490,6,2,8,3,2.3,53918.82719999999,0,1,1,0,256
491,10,1,32,3,1.05,149130.72,1,0,2,0,512
492,4,4,8,3,1.99,71928.0,0,0,2,1000,128
493,3,2,8,3,2.2,30849.12,0,0,3,1000,0
494,4,4,24,3,4.33,67612.31999999999,1,1,2,1000,256
495,6,1,8,3,1.3,58554.72,0,1,1,0,180
496,6,2,8,3,2.17,47893.39199999999,0,0,2,0,256
497,2,2,8,3,1.48,93186.72,0,0,2,0,1000
498,6,2,8,3,1.4,50562.72,0,1,4,0,256
499,6,2,8,3,2.3,48538.08,0,1,1,0,256
500,4,3,4,7,1.2,18115.2,0,0,5,0,0
501,2,2,8,3,1.91,32979.7872,0,0,1,0,256
502,6,5,8,3,1.4,85194.72,1,1,1,0,256
503,6,2,4,3,2.1,15930.72,0,0,5,500,0
504,6,3,4,8,1.25,14119.2,0,0,5,0,16
505,6,2,8,3,1.44,50562.72,0,0,1,0,256
506,4,2,8,3,2.0,65214.72,0,0,2,1000,256
507,3,2,4,3,2.2,32660.64,0,1,1,1000,0
508,2,1,8,3,1.34,70489.44,0,1,2,0,512
509,6,4,8,2,2.4,61218.72,0,1,2,1000,256
510,5,1,8,3,1.29,47898.72,1,1,1,0,128
511,3,2,4,3,2.2,34045.92,0,0,2,500,0
512,5,2,8,3,2.18,44542.08,0,0,1,1000,0
513,5,2,16,3,2.2,64961.10719999999,0,0,2,2000,256
514,12,2,16,2,1.95,74589.336,0,1,2,0,256
515,4,3,2,3,1.1,13053.6,0,0,5,0,0
516,2,2,4,3,2.04,27783.9216,1,0,1,1000,0
517,4,4,24,3,2.24,158135.04,0,0,2,0,512
518,2,2,8,3,2.04,47365.92,0,0,1,0,256
519,4,4,16,3,3.0,80133.12,0,0,2,1000,256
520,6,4,8,3,3.2,74538.72,0,1,2,1000,256
521,2,1,8,3,1.32,74538.72,0,1,2,0,256
522,5,2,8,3,1.64,68184.0144,0,0,1,0,256
523,2,2,4,3,1.63,36709.92,0,0,4,0,128
524,5,2,8,5,2.8,47365.92,0,1,1,1000,128
525,6,2,8,9,2.02,71395.2,0,0,1,0,256
526,6,2,4,3,2.2,42570.72,0,0,2,1000,0
527,6,2,8,2,2.2,24455.52,0,0,4,2000,0
528,5,2,4,3,2.3,31168.8,0,0,1,500,0
529,5,2,8,3,1.9,73366.56,0,0,1,0,256
530,5,4,16,3,4.42,160520.3856,0,1,2,1000,128
531,10,2,8,3,2.0,45820.8,0,1,1,500,0
532,4,2,8,3,2.0,69210.72,0,1,2,1000,256
533,15,2,4,3,1.2,19660.32,0,1,5,0,32
534,4,4,8,3,2.3,87858.72,0,1,1,1000,128
535,5,2,8,3,1.93,72940.31999999999,0,0,2,0,256
536,5,2,8,3,2.2,42486.0048,0,0,1,0,256
537,2,2,4,3,1.86,21258.1872,0,0,5,0,256
538,2,4,12,3,2.62,95850.72,0,0,2,1000,0
539,6,2,8,3,1.87,45767.52,0,1,2,0,256
540,5,1,8,3,1.2,74538.72,1,0,2,0,256
541,5,2,4,3,1.6,39207.1536,0,0,4,0,128
542,2,1,8,3,1.34,61005.6,0,1,2,0,256
543,3,4,8,5,2.4,42517.44,0,0,1,1000,0
544,4,2,4,3,2.0,18594.72,0,0,3,500,0
545,2,2,4,3,2.1,37589.04,0,0,4,0,128
546,6,2,4,3,1.87,41824.8,0,0,1,500,0
547,6,2,4,2,2.15,24634.008,0,0,1,1000,0
548,2,2,4,3,1.86,21152.16,0,0,4,500,0
549,6,2,8,3,1.99,92121.12,0,1,2,0,512
550,6,2,4,3,2.2,26586.72,0,0,4,0,128
551,5,2,8,3,1.9,59513.2272,0,0,1,0,256
552,5,4,16,3,4.42,143802.72,0,1,2,1000,256
553,2,2,8,3,2.65,28992.312,0,0,4,1000,0
554,2,2,8,3,2.63,68198.4,0,0,2,1000,0
555,4,2,4,5,2.0,11934.72,0,0,5,500,0
556,15,2,4,3,1.35,13586.4,0,1,5,0,0
557,6,2,6,3,2.8,50562.72,0,0,2,1000,128
558,2,2,6,3,1.91,30310.992,0,1,3,0,128
559,5,2,4,3,2.18,32921.712,0,0,4,1000,0
560,3,5,4,3,1.25,18594.72,1,1,5,0,0
561,6,2,4,3,2.05,33566.4,0,0,4,0,128
562,2,1,16,3,1.16,104695.2,1,1,5,0,512
563,6,2,8,3,3.4,159786.72,0,1,2,0,256
564,4,2,8,3,2.5,44701.92,0,0,1,1000,128
565,5,1,8,3,1.21,85194.72,1,1,1,0,128
566,5,2,4,3,1.93,51095.52,0,0,1,500,0
567,18,2,8,3,2.2,39373.92,0,0,1,1000,0
568,6,2,4,3,2.2,18328.32,0,0,5,500,0
569,6,2,4,3,2.02,52747.2,0,0,1,500,0
570,2,6,8,3,3.14,99153.5472,0,0,1,500,0
571,2,2,8,3,1.94,20725.92,0,0,5,2000,0
572,2,2,6,3,1.95,34578.72,0,1,3,0,256
573,6,2,8,3,2.3,44222.4,0,0,1,0,256
574,6,2,4,3,2.05,36496.8,0,0,1,500,0
575,15,2,4,3,1.4,13266.72,0,0,5,0,32
576,10,1,16,3,1.24,99367.2,1,0,2,0,512
577,6,4,32,3,4.6,141884.63999999998,0,1,2,1000,256
578,8,4,16,3,4.14,145401.12,0,0,2,1000,512
579,5,2,8,5,2.2,39907.2528,0,0,2,0,256
580,15,2,4,3,1.45,20725.92,0,1,5,0,32
581,5,2,8,3,1.9,53733.94559999999,0,0,1,500,0
582,2,2,4,3,1.49,38308.32,0,0,4,0,128
583,5,2,16,3,1.93,81912.13919999999,0,0,2,0,256
584,5,3,4,8,1.26,15717.6,0,0,5,0,0
585,8,4,16,3,4.5,125154.72,0,0,2,1000,128
586,2,4,16,3,3.78,79813.44,0,1,2,1000,256
587,6,1,12,3,1.4,89137.44,0,1,2,0,256
588,6,2,12,3,2.2,32447.52,1,0,2,1000,0
589,4,4,8,3,2.73,94305.6,0,1,1,1000,128
590,4,5,8,3,2.2,39373.92,1,0,1,1000,0
591,6,2,12,3,2.2,50562.72,0,0,3,0,512
592,5,5,4,3,1.39,32127.84,1,0,5,0,128
593,16,2,16,3,2.5,90522.72,0,0,2,1000,128
594,6,2,4,2,2.8,28185.12,0,0,4,500,0
595,6,2,8,3,2.29,24455.52,0,0,4,1000,0
596,6,5,8,3,1.37,107892.0,1,1,2,0,512
597,6,2,8,3,1.7,78534.72,0,1,1,0,256
598,5,5,8,3,1.34,88977.59999999999,1,0,1,0,256
599,5,6,8,3,2.06,93932.64,1,0,2,0,256
600,2,2,8,3,1.84,64948.32,0,0,2,0,256
601,2,2,4,3,2.1,35616.6144,0,0,4,500,0
602,3,2,4,3,1.6,17529.12,0,0,5,0,0
603,8,4,16,3,4.14,117162.72,0,0,2,1000,128
604,5,2,4,5,2.18,24775.2,0,0,4,1000,0
605,8,4,16,3,1.8,122490.72,0,0,2,2000,256
606,10,2,8,3,2.2,74538.72,0,1,2,0,256
607,6,2,6,3,2.4,30049.92,0,0,1,1000,0
608,6,5,8,3,2.0,69210.72,1,1,2,0,256
609,3,2,4,3,1.6,18594.72,0,0,5,0,0
610,6,2,32,3,2.5,261018.72,0,1,5,0,1000
611,5,4,16,3,2.59,46833.6528,0,0,2,1000,0
612,5,2,4,5,2.18,23650.992,0,0,4,1000,0
613,5,2,4,5,2.25,19127.52,0,0,4,1000,0
614,5,2,4,5,1.93,46300.32,0,0,1,500,0
615,4,4,8,3,3.0,62231.04,0,0,2,1000,128
616,5,2,4,5,2.18,30316.32,0,0,1,0,128
617,2,1,8,3,1.84,74005.92,0,0,2,0,512
618,8,4,16,3,2.94,120831.5808,0,0,2,1000,256
619,3,5,4,8,1.25,20193.12,1,1,5,0,0
620,2,2,8,3,2.31,59886.72,0,0,1,0,256
621,6,2,8,9,1.65,78055.2,0,0,1,0,256
622,5,2,4,3,2.2,41345.28,0,0,1,1000,0
623,18,2,8,3,2.2,42570.72,0,0,1,0,256
624,2,2,4,9,1.88,49656.96,0,0,1,500,0
625,6,2,8,3,2.2,47898.72,0,0,2,1000,0
626,15,2,2,3,1.4,12733.92,0,0,5,0,0
627,6,2,4,2,2.2,24935.04,0,0,1,0,128
628,4,5,6,3,1.5,34046.4528,1,0,1,1000,0
629,5,2,8,3,2.0,96969.6,0,0,2,0,256
630,4,1,16,3,1.1,101232.0,0,0,2,0,512
631,5,4,16,3,2.62,78801.12,0,0,2,1000,256
632,6,2,4,3,1.8,44169.12,0,0,1,0,256
633,6,2,4,3,2.2,30849.12,0,0,4,1000,0
634,4,2,8,3,2.0,21258.72,0,0,5,1000,0
635,4,2,8,3,1.99,48304.7136,0,0,1,1000,0
636,5,1,8,3,1.23,99580.32,1,0,1,0,256
637,6,2,2,3,1.42,13266.72,0,0,5,0,0
638,6,5,8,3,1.37,93635.3376,1,1,2,0,256
639,5,2,16,3,2.06,127818.72,1,0,2,0,1000
640,6,4,8,3,2.5,59087.52,0,1,2,1000,128
641,2,2,8,3,2.6,27753.552,0,0,3,1000,0
642,6,1,16,3,1.14,130536.0,0,1,2,0,512
643,4,4,8,2,2.5,62284.32,0,1,2,1000,0
644,3,2,4,3,2.4,23976.0,0,0,4,500,0
645,6,2,4,3,1.43,14598.72,0,0,5,0,0
646,3,1,8,3,1.8,48964.32,0,1,1,0,256
647,14,4,16,3,1.95,138474.72,0,0,2,0,256
648,10,2,8,3,1.2,64628.64,0,0,1,0,256
649,6,1,8,3,1.36,84395.52,0,1,2,0,256
650,4,4,32,3,3.8,149130.72,0,1,2,0,512
651,3,4,8,5,2.4,37775.52,0,0,1,1000,0
652,5,1,8,3,1.2,77250.672,0,0,1,0,256
653,8,4,8,3,2.2,63499.10399999999,0,0,2,1000,128
654,2,2,4,2,1.86,19441.872,0,0,4,500,0
655,10,2,8,3,2.0,56689.92,0,1,1,500,0
656,5,2,8,3,2.2,48964.32,0,0,2,0,256
657,5,2,16,3,2.2,60472.8,0,0,2,2000,256
658,6,4,8,3,3.31,63722.88,0,1,2,1000,128
659,5,4,32,3,4.42,167691.8736,0,1,2,1000,512
660,5,2,8,3,1.56,65481.12,0,0,1,0,256
661,6,2,4,3,2.2,22324.32,0,0,5,500,0
662,6,2,4,3,2.2,28504.8,0,0,1,500,0
663,2,2,6,3,2.04,28717.92,0,0,4,1000,0
664,8,4,8,3,2.7,79215.1056,0,0,2,1000,128
665,10,2,4,3,2.1,26533.44,0,0,4,0,128
666,5,2,8,3,2.06,50882.4,0,0,1,1000,0
667,2,2,8,3,2.1,39693.6,0,0,2,1000,0
668,10,2,8,3,2.0,67026.23999999999,0,1,1,0,256
669,3,2,4,5,2.1,21951.36,0,0,4,0,128
670,9,1,8,7,1.252,99519.048,1,0,2,0,256
671,6,2,8,3,1.9,43580.376,0,0,1,1000,128
672,6,5,8,3,1.3,55091.52,1,1,1,0,256
673,6,2,4,3,2.2,18594.72,0,0,3,0,128
674,2,5,4,3,1.63,37242.72,1,1,4,0,128
675,8,4,16,3,2.4,68944.31999999999,0,0,2,1000,256
676,4,1,8,3,1.1,60472.8,0,0,1,0,256
677,2,5,8,8,1.4,26373.6,1,0,5,0,0
678,19,1,8,3,1.09,122490.72,0,1,2,0,512
679,3,4,16,3,2.5,69210.72,0,0,1,0,256
680,8,4,8,3,2.2,53168.112,0,0,1,0,256
681,4,2,4,3,1.86,22324.32,0,0,5,0,128
682,5,4,16,3,3.21,109277.28,0,0,1,1000,128
683,2,2,4,3,2.5,37242.72,0,1,4,0,256
684,6,5,8,3,1.19,79866.72,1,1,2,0,512
685,5,4,16,3,3.49,149916.6,0,0,2,1000,256
686,2,2,4,3,1.86,32639.8608,0,0,1,500,0
687,5,2,4,3,2.2,29073.297599999994,0,0,4,1000,0
688,2,2,6,3,2.65,30316.32,0,1,3,2000,0
689,6,2,4,3,2.1,16943.04,0,0,5,500,0
690,3,2,4,8,1.45,19980.0,0,0,5,0,0
691,6,2,4,3,1.7,37242.72,0,0,1,0,256
692,2,6,8,3,3.14,101657.7072,0,0,2,500,0
693,6,5,8,3,1.42,137995.19999999998,1,0,2,0,256
694,10,2,8,3,1.5,51841.44,0,1,1,0,256
695,3,3,4,3,1.4,14332.32,0,0,5,0,0
696,6,5,16,3,1.38,93186.72,1,0,2,0,512
697,4,5,4,8,1.2,35644.32,1,0,5,0,0
698,10,1,16,3,1.36,100006.56,1,0,2,0,512
699,2,2,4,3,2.1,36709.92,0,1,2,500,0
700,5,4,8,3,2.56,43636.32,0,0,1,1000,0
701,6,2,4,3,2.2,21258.72,0,0,3,0,256
702,6,2,8,3,2.2,22857.12,0,0,3,1000,0
703,6,2,4,3,2.1,33110.856,0,0,1,2000,0
704,6,2,4,2,1.9,23976.0,0,0,4,500,0
705,5,2,8,3,2.18,42357.6,0,0,1,0,256
706,3,5,8,3,1.6,53226.72,1,1,1,0,256
707,6,6,16,9,2.18,98834.4,0,0,2,0,512
708,6,2,8,3,1.8,63456.48,0,0,1,0,256
709,2,2,6,3,2.71,34898.932799999995,0,1,3,2000,0
710,6,4,8,3,2.5,66546.72,0,1,2,1000,128
711,5,2,8,5,1.64,58021.92,0,0,1,0,256
712,5,2,8,5,1.98,38681.28,0,0,1,1000,0
713,4,2,4,3,1.5,15877.44,0,0,5,0,0
714,5,2,16,3,1.93,76012.44480000001,0,0,1,0,512
715,6,2,8,3,1.87,45664.6896,0,1,1,0,256
716,5,2,8,3,1.9,62817.12,0,0,1,0,256
717,6,2,4,3,2.19,15877.44,0,0,3,500,0
718,15,2,4,3,1.4,14119.2,0,1,5,32,0
719,2,2,8,3,2.63,63936.0,0,0,2,0,256
720,6,1,8,3,1.17,89864.1792,0,1,2,0,512
721,2,5,8,3,1.58,44574.048,1,1,1,0,256
722,6,1,8,3,1.32,79866.72,0,1,1,0,256
723,5,4,32,3,4.36,194972.832,0,0,2,1000,1000
724,8,4,8,3,2.7,71847.0144,0,0,2,1000,128
725,6,2,4,2,1.9,26101.872,0,0,1,1000,0
726,5,2,8,3,2.2,38308.32,0,0,1,1000,128
727,5,5,4,3,1.71,34578.72,1,0,4,1000,0
728,5,2,8,5,2.32,31409.6256,0,0,1,1000,0
729,2,2,4,3,2.1,26053.92,0,0,3,1000,0
730,3,4,16,3,4.2,103096.8,0,1,2,1000,128
731,5,2,12,3,2.25,34578.72,0,0,1,1000,0
732,2,2,6,3,2.1,34632.0,0,0,3,1000,128
733,3,2,4,3,2.4,29783.52,0,0,1,500,0
734,6,2,8,3,1.44,51148.8,0,1,1,0,256
735,6,2,4,3,1.85,41505.12,0,0,2,1000,0
736,2,6,16,3,2.6,128884.32,0,0,2,0,256
737,5,5,8,3,1.55,35111.52,1,0,1,1000,0
738,8,4,16,3,1.8,111593.8944,0,0,2,1000,256
739,3,2,4,3,2.4,21887.424,0,0,4,500,0
740,5,2,8,3,2.0,64308.96,0,0,2,1000,128
741,5,2,8,3,2.0,35431.2,0,0,4,0,256
742,10,2,8,3,1.25,81784.8,1,1,1,0,256
743,6,5,8,3,1.7,53226.72,1,0,1,0,256
744,6,6,16,3,2.5,175770.72,0,1,2,0,1000
745,3,2,2,8,1.68,17582.399999999998,0,0,5,0,0
746,16,1,16,3,0.81,87858.72,0,0,2,0,256
747,2,2,8,3,1.86,28717.92,0,0,4,0,256
748,5,2,8,3,1.6,60031.1088,0,0,1,0,256
749,2,6,16,9,3.0,233845.92,0,1,5,0,256
750,6,3,4,3,1.4,25308.0,1,0,5,0,128
751,2,2,8,3,1.84,101232.0,0,0,1,0,256
752,4,2,4,2,2.45,30849.12,0,0,1,1000,0
753,6,1,4,3,1.7,58394.88,0,0,1,0,180
754,4,2,4,3,2.37,45282.672,0,0,2,0,256
755,6,5,8,3,1.3,63882.72,1,1,1,0,256
756,2,2,8,3,2.2,58554.72,0,1,1,1000,128
757,2,6,8,9,2.59,83170.08,0,0,2,0,256
758,5,4,16,3,4.42,152859.7872,0,1,2,1000,256
759,3,2,4,3,2.1,31914.72,0,0,1,0,256
760,6,4,8,3,2.5,55837.44,0,1,2,1000,128
761,5,1,16,3,1.18,99047.52,0,0,2,0,256
762,17,1,8,8,1.1,83063.52,1,0,1,0,256
763,4,1,8,3,1.2,60153.12,0,1,1,0,256
764,5,2,4,3,1.65,45234.72,0,0,4,500,0
765,3,2,4,3,1.6,34898.4,0,0,1,0,128
766,4,2,4,3,2.8,25059.715199999995,0,0,5,1000,0
767,5,4,16,3,2.72,58554.72,1,1,2,1000,128
768,16,1,8,3,1.31,85194.72,1,0,2,0,256
769,3,2,4,5,2.1,15877.44,0,0,5,1000,0
770,5,2,16,3,2.3,62938.0656,0,0,2,0,256
771,16,5,16,3,1.71,95850.72,1,0,2,0,256
772,10,2,4,3,1.75,54345.6,0,1,1,0,128
773,5,4,8,3,2.62,58554.72,0,0,2,1000,0
774,2,1,4,3,1.26,66280.31999999999,0,0,1,0,256
775,4,5,12,3,2.3,44701.92,1,0,2,2000,0
776,6,2,16,9,2.5,126273.6,0,0,2,0,512
777,3,2,4,3,1.8,33886.08,0,1,4,0,128
778,14,4,16,3,1.95,154458.72,0,0,2,0,512
779,4,2,8,3,2.0,31003.632,0,0,5,0,128
780,5,4,32,3,4.42,191211.264,0,1,2,1000,1000
781,4,4,16,3,4.3,125208.0,0,1,2,1000,256
782,10,1,16,3,1.47,93985.92,0,1,2,0,512
783,6,2,8,2,2.2,17529.12,0,0,5,1000,0
784,6,1,16,3,1.7,122490.72,0,0,2,0,512
785,8,4,16,3,1.6,100752.48,0,1,2,1000,256
786,8,4,8,3,2.2,58021.92,0,0,1,1000,128
787,6,4,4,3,2.4,53226.72,0,1,2,1000,0
788,3,4,16,3,4.2,122490.72,0,1,2,1000,256
789,5,4,8,3,2.62,52480.8,0,0,1,0,256
790,4,4,8,3,2.24,71341.92,0,0,2,1000,128
791,13,2,4,3,1.22,10810.512,0,0,5,0,0
792,6,5,8,3,1.37,104961.6,1,1,2,0,512
793,6,5,8,3,2.08,51095.52,1,0,1,0,256
794,1,1,8,4,0.92,62071.2,0,1,5,0,0
795,6,5,8,3,1.42,124142.4,1,1,1,0,256
796,4,2,4,3,1.63,15930.72,0,0,5,0,0
797,5,2,8,3,1.95,43156.8,0,0,1,0,128
798,6,5,8,3,1.38,71874.72,1,1,2,0,256
799,5,2,8,3,2.0,39373.92,0,0,4,0,256
800,2,6,8,3,3.14,110017.872,0,0,2,0,256
801,4,2,8,3,2.37,58554.72,0,0,1,0,256
802,5,1,8,3,1.29,79866.72,0,0,1,0,256
803,5,2,8,3,2.06,93186.72,1,0,1,0,256
804,5,3,4,3,1.63,39640.32,0,0,5,0,128
805,2,3,8,3,1.26,74005.92,0,0,1,0,256
806,10,2,4,3,2.1,41558.4,0,0,1,500,0
807,2,2,8,3,2.04,33513.119999999995,0,0,3,2000,0
808,5,4,16,3,2.62,89457.12,0,0,2,0,512
809,6,2,4,3,2.4,32447.52,0,0,1,1000,0
810,2,4,12,3,3.74,93186.72,0,1,2,1000,0
811,8,4,16,3,2.9,128671.2,0,0,2,1000,512
812,16,1,8,3,0.81,79866.72,0,0,1,0,256
813,5,2,8,3,1.98,51202.08,0,0,2,1000,0
814,5,2,8,3,2.18,42081.0768,0,0,1,0,256
815,6,1,8,3,1.32,99047.52,0,0,2,0,256
816,14,1,16,3,1.29,95850.72,1,1,2,0,512
817,2,3,4,8,1.23,20512.8,0,0,5,0,0
818,5,4,16,3,4.36,133467.4656,0,1,2,1000,128
819,5,2,4,3,1.76,40226.4,0,0,1,500,0
820,6,2,4,3,2.1,26101.872,0,0,4,500,0
821,10,1,4,3,1.25,58075.2,0,0,1,0,128
822,6,1,8,3,1.13,133146.72,0,1,2,0,512
823,8,4,8,3,2.4,63882.72,0,0,1,0,256
824,6,1,8,3,1.13,99900.0,0,1,1,0,0
825,10,2,4,3,1.75,26586.72,0,0,5,0,128
826,4,5,8,3,1.1,72354.23999999999,1,0,1,0,256
827,5,2,4,3,1.76,31168.8,0,0,4,500,0
828,3,3,4,8,1.35,18914.4,0,1,5,0,0
829,3,2,8,3,1.5,32980.32,0,1,4,0,128
830,14,4,32,3,3.49,292986.72,1,0,2,0,512
831,6,1,16,3,1.1,111834.72,0,1,2,0,512
832,4,2,4,5,2.1,27652.32,0,0,1,1000,0
833,6,2,8,3,1.7,63190.08,0,0,1,0,256
834,6,2,8,3,1.32,87912.0,0,1,1,0,256
835,5,4,16,3,3.21,147832.28639999998,0,0,2,1000,256
836,4,4,16,3,2.9,128884.32,0,0,2,1000,256
837,10,2,4,3,2.0,35644.32,0,0,4,500,0
838,6,2,4,8,1.5,17316.0,0,0,5,0,0
839,4,2,8,3,2.3,31435.2,0,0,1,128,0
840,4,4,16,3,2.73,95850.72,0,0,2,1000,512
841,5,4,32,3,4.42,163723.57919999998,0,1,2,1000,512
842,2,2,8,3,2.63,48484.8,0,0,1,1000,0
843,5,2,8,3,2.18,38041.3872,0,0,1,0,128
844,2,1,8,9,1.54,99633.6,0,0,2,0,512
845,5,2,4,3,2.18,39373.92,0,0,2,0,256
846,2,5,4,8,1.4,32767.2,1,0,5,0,0
847,4,1,8,3,1.45,54665.28,0,1,1,0,512
848,2,5,8,3,1.28,121318.56,1,0,1,0,256
849,2,1,8,3,1.54,78215.04,0,0,2,0,512
850,2,2,4,2,1.86,15930.72,0,0,5,0,128
851,4,4,16,3,2.1,101178.72,0,0,2,1000,128
852,5,2,8,5,2.83,46087.2,0,0,2,1000,0
853,6,1,8,3,1.96,101391.84,0,1,2,0,256
854,4,2,8,3,2.3,41931.36,0,1,2,0,256
855,5,2,8,3,1.9,50349.6,0,0,1,0,128
856,4,2,4,3,2.0,23922.72,0,0,5,1000,0
857,2,5,8,3,1.28,136343.52,1,0,2,0,256
858,5,2,8,3,1.62,34578.72,1,0,1,1000,0
859,6,2,4,2,2.2,24988.32,0,0,4,1000,0
860,6,2,8,3,2.3,45323.1648,0,1,1,1000,0
861,2,2,8,3,1.84,71874.72,0,0,1,0,256
862,10,2,4,3,1.05,68464.8,0,0,1,0,128
863,6,4,8,2,2.5,54185.76,0,1,1,1000,0
864,5,1,16,3,1.29,119347.2,1,0,2,0,512
865,2,2,4,3,2.07,48484.8,0,0,1,500,0
866,10,1,8,3,1.2,58341.6,0,0,1,0,256
867,6,5,8,3,1.37,103896.0,1,1,2,0,256
868,3,2,8,3,1.56,48058.56,0,1,1,0,256
869,5,6,8,3,2.23,94731.84,0,0,2,1000,0
870,6,2,4,3,2.38,56210.4,0,0,1,500,0
871,6,2,4,2,2.2,25521.12,0,0,4,1000,0
872,10,2,8,3,2.0,73952.64,0,1,2,0,256
873,6,2,4,3,1.44,39160.8,0,1,4,0,180
